batch size,data parallel,model parallel,thread num,fifo size,End to end FPS,Hardware FPS,Total execution time(ms),Prepare input time(ms),Copyin time(ms),Execution time(ms),Copyout time(ms),Post process time(ms)
32,32,1,8,2,211.5095,2795.355,6051970,10289.789,800.02945,9715.1955,220.759,210.8815
16,4,1,1,2,209.1818,431.696,6261302,1085.1128,797.84325,9226.3618,36.5326,232.0136
16,4,2,1,2,208.7882,584.473,6245254,1093.4522,900.54615,8435.3034,37.2492,237.158
4,32,1,1,2,208.6182,2135.878,6210782,1123.6238,979.38535,6810.111,47.2502,233.1106
32,4,2,1,2,207.0758,585.1004,6258262,1091.4018,1349.1648,8445.928,32.1886,214.1358
64,1,4,1,2,203.5844,428.4052,6419298,1118.0668,889.6423,9407.1428,30.621,236.4078
32,8,2,1,2,203.4612,1077.392,6332298,1132.905,821.4231,7520.4368,33.0384,215.468
64,2,1,1,2,203.439,253.1198,6369522,1060.776,903.6448,11426.4314,29.6466,225.812
16,8,4,1,2,202.6762,1853.428,6382426,1137.346,937.9,7073.1562,35.834,224.9478
32,8,1,1,2,201.9402,588.1468,6362298,1123.6892,1410.16065,8538.6424,32.2392,209.5818
8,32,1,1,2,201.5452,2208.572,6367770,1155.3002,1018.5833,6947.4314,42.1542,202.577
4,8,1,1,2,201.2318,581.7672,6521940,1131.4128,805.122,8722.1416,53.884,222.4542
64,1,2,1,2,200.5056,250.6458,6493644,1111.0596,895.2903,11600.5052,31.9424,230.99
32,8,4,1,2,200.4866,1879.644,6395660,1171.2946,950.6939,7076.7174,32.116,207.0292
32,2,8,1,2,200.4666,1063.54,6429702,1113.0534,906.94105,7633.2644,33.7528,250.5892
64,2,4,1,2,199.7938,575.8808,6454632,1096.2964,807.06835,8677.4546,29.6098,222.8168
16,16,1,1,2,198.131,1157.33,6476764,1149.5354,852.01475,7582.7946,37.2308,205.138
16,8,1,1,2,197.8906,587.6612,6518926,1118.3298,882.4838,8697.0904,35.5696,215.8406
16,4,4,1,2,197.8858,1073.052,6615018,1133.2612,715.3235,7807.8876,38.9822,253.1096
32,2,1,1,2,196.561,253.4028,6663720,1130.8384,827.4821,11714.9776,33.5216,224.8302
32,2,4,1,2,195.8046,574.5588,6725760,1146.9164,731.42965,8953.5682,34.0372,246.127
16,16,2,1,2,195.695,1880.3,6552492,1171.7724,622.66215,7233.264,36.347,202.506
32,2,16,1,2,195.0372,1786.268,6599454,1158.0144,748.4931,7316.0784,33.3814,258.6178
1,1,2,1,2,194.323,207.06825,6587032.5,881.95475,693.17035,12768.5685,50.9045,220.67925
2,32,1,1,2,194.241,1862.72,6608178,1137.3552,808.943,7295.3762,61.9078,244.5894
16,4,8,1,2,193.5444,1817.788,6728334,1171.0216,835.25935,7432.5056,37.6328,239.863
64,4,4,1,2,193.4704,1081.754,6632486,1223.822,697.3871,7815.7596,30.2224,207.5628
32,4,4,1,2,192.4692,1075.69,6736308,1169.0928,800.81005,7926.2634,32.2538,230.4628
16,32,1,1,2,192.3348,1882.338,6670846,1395.8474,807.1976,7350.8944,45.1314,189.0874
64,2,8,1,2,192.1168,1080.34,6730476,1200.1732,845.87,7915.3038,30.1566,231.8658
64,8,4,1,2,192.0036,1578.42,6670848,1411.346,634.6446,7481.86,35.5818,191.6982
16,2,4,1,2,191.9404,569.0206,6908562,1183.6298,822.19805,9158.137,41.7946,222.2602
64,2,16,1,2,191.7722,1889.502,6805904,1193.2656,827.9096,7483.3684,30.8794,242.1436
64,4,8,1,2,190.4676,1915.64,6735922,1242.7898,861.40905,7404.1886,29.4286,207.6886
32,16,2,1,2,190.263,1573.814,6731974,1343.5686,569.7275,7545.3394,38.2592,187.4114
64,1,8,1,2,188.8144,575.5398,6935314,1181.1186,865.43535,9159.366,30.838,251.5712
16,8,2,1,2,187.0754,1081.548,6894880,1181.817,895.06175,8078.3732,35.9178,227.2996
8,8,1,1,2,186.4506,586.571,6946552,1174.1896,815.75115,9128.7494,40.5342,241.7512
32,2,2,1,2,185.7738,433.2748,7066060,1210.0402,766.17795,10020.3474,35.2086,232.283
8,16,1,1,2,185.5296,1152.826,6986942,1216.9196,785.41935,8097.2962,39.8564,227.9926
64,4,2,1,2,185.0738,584.5906,6928316,1272.7824,822.61835,9117.9156,30.4872,201.603
4,16,2,1,2,184.6904,1774.476,6994562,1194.735,522.90675,7715.9202,49.1148,252.5014
64,1,32,1,2,182.638,1769.756,7046200,1224.8488,644.4872,7769.4752,30.9278,264.4566
32,16,1,1,2,181.8998,964.6854,7051844,1489.6396,741.10265,8378.7312,39.3634,189.3158
64,8,2,1,2,181.4736,904.8456,7064470,1553.1058,802.63065,8479.1128,37.1342,191.6638
8,16,2,1,2,181.442,1844.862,7111152,1220.7094,556.3161,7804.9806,42.813,228.8194
32,4,8,1,2,181.0156,1891.096,7100120,1207.6104,761.33225,7777.0344,33.3904,229.6602
8,8,2,1,2,180.6016,1068.862,7152276,1191.4374,842.6329,8349.821,41.9152,262.7774
64,4,1,1,2,179.088,432.9844,7151294,1248.6922,529.85765,10107.5318,31.9244,207.6142
64,8,1,1,2,178.2778,487.004,7205382,1367.3986,792.87035,9833.8124,35.6336,195.7358
8,8,4,1,2,177.269,1783.516,7270032,1250.7592,685.66415,7987.7212,40.3954,249.4978
4,16,1,1,2,174.6528,1138.448,7400792,1227.4372,467.1361,8525.1774,49.2046,263.678
32,4,1,1,2,171.718,430.545,7466094,1256.527,633.40835,10439.342,33.3634,216.5204
64,1,16,1,2,170.0758,1060.958,7599358,1263.2966,536.8833,8805.9518,32.9154,272.2058
32,32,1,1,2,169.2598,1417.576,7563584,1912.9776,205.90465,8466.5488,53.2084,165.3702
64,16,1,1,2,157.119,725.7122,8207288,2013.8364,564.13775,9971.1398,47.9822,175.029
16,1,1,1,2,134.9656,136.8918,9483904,1261.8404,535.8974,18834.3736,48.8604,227.304
8,1,1,1,2,134.256,136.1908,9534154,1248.267,268.0944,18932.7296,64.4806,231.2496
32,1,1,1,2,134.111,137.2782,9544344,1251.2248,615.58695,18868.4788,42.7454,227.6938
4,1,1,1,2,133.0144,134.867,9623060,1149.0324,573.08215,19113.899,93.8068,230.69
64,1,1,1,2,131.8002,137.4792,9711864,1236.9332,434.65055,19022.3538,31.9292,230.8044
2,1,1,1,2,128.8282,132.2012,9936006,1223.0948,414.97925,19618.2344,156.6178,235.8072
1,1,1,1,2,110.603825,128.534,12389625,1111.91025,-352.1877,22348.2095,59.115,205.98575
